image,coco_class,suspected_av14,cx,cy,w,h,decision
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01118.jpg,tv,signboard,0.927889,0.392104,0.143095,0.564760,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01119.jpg,tv,signboard,0.978240,0.565212,0.042492,0.109356,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01125.jpg,tv,signboard,0.039073,0.401607,0.059028,0.097532,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01132.jpg,tv,signboard,0.913171,0.288754,0.172468,0.362450,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01140.jpg,tv,signboard,0.811869,0.616394,0.077763,0.079912,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01147.jpg,tv,signboard,0.074774,0.280592,0.037284,0.070709,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01148.jpg,tv,signboard,0.428794,0.377995,0.045223,0.080094,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01148.jpg,tv,signboard,0.177753,0.405645,0.035280,0.070914,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01148.jpg,tv,signboard,0.333835,0.382893,0.042502,0.035332,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01149.jpg,tv,signboard,0.703832,0.424178,0.073462,0.088828,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01149.jpg,tv,signboard,0.593624,0.432029,0.043874,0.032623,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01150.jpg,tv,signboard,0.526778,0.431179,0.047170,0.040403,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01150.jpg,tv,signboard,0.342984,0.448360,0.042273,0.094061,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01150.jpg,tv,signboard,0.156527,0.369609,0.040221,0.116170,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01150.jpg,tv,signboard,0.661407,0.435774,0.091982,0.101049,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01151.jpg,tv,signboard,0.657165,0.441491,0.076838,0.072957,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01151.jpg,tv,signboard,0.066060,0.333789,0.037088,0.121083,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01152.jpg,tv,signboard,0.605162,0.422891,0.143552,0.129496,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01152.jpg,tv,signboard,0.290389,0.544235,0.042146,0.068389,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01152.jpg,tv,signboard,0.870126,0.529908,0.047728,0.053758,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01152.jpg,tv,signboard,0.421842,0.395397,0.060613,0.054227,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01153.jpg,tv,signboard,0.537238,0.393292,0.153351,0.156882,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01153.jpg,tv,signboard,0.429242,0.354930,0.064600,0.145424,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01154.jpg,tv,signboard,0.367316,0.346350,0.170055,0.199664,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01161.jpg,tv,signboard,0.181018,0.618358,0.031451,0.039591,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01161.jpg,tv,signboard,0.444613,0.566296,0.041973,0.039195,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01163.jpg,tv,signboard,0.012334,0.475227,0.024431,0.129607,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01163.jpg,tv,signboard,0.012227,0.455697,0.023987,0.088820,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01173.jpg,tv,signboard,0.885125,0.528777,0.105902,0.094724,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01173.jpg,tv,signboard,0.662756,0.515835,0.093755,0.077544,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01185.jpg,tv,signboard,0.846764,0.567446,0.048213,0.188096,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01185.jpg,tv,signboard,0.927833,0.522383,0.142725,0.258319,signboard
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01191.jpg,tv,signboard,0.735827,0.483270,0.039735,0.064832,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01199.jpg,tv,signboard,0.753885,0.358751,0.098857,0.091686,drop
Gxsp0hZBAN4__4K_THE_DUBAI_MALL_2021_Complete_Weekend_Walking_Tour_01200.jpg,tv,signboard,0.928389,0.420157,0.044790,0.074708,signboard
